id,question,answer,link
6778,"Phẫu thuật mũi bị sưng, chảy mủ có sao không?","Sau phẫu thuật, bệnh nhân có thể có các triệu chứng sau:Xuất hiện cảm giác đau nhẹPhù nề, sưng tấy khu vực quanh mũi - mắt, thở bằng mũi khó khănCó thể xuất hiện bầm tím vùng phẫu thuật từ 2 - 3 tuầnTăng tiết dịch mũi họng mức độ nhẹCác trường hợp sau mổ nâng mũi có chảy dịch mủ kéo dài, kèm theo đau nhức thường là dấu hiệu của nhiễm trùng hoặc kỹ thuật mổ chưa hợp lý. Cần thăm khám lại ngay với bác sĩ chuyên khoa để đánh giá tình trạng và xử lý hợp lý.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/phau-thuat-mui-bi-sung-chay-mu-co-sao-khong/
6779,"Tôi bị huyết áp cao, hàng ngày vẫn uống thuốc đều đặn, khi đó thì huyết áp bình thường 120/80 và còn bị đường huyết 7,2. Trường hợp của tôi có tiêm vaccine phòng Covid-19 được không?","Trường hợp của anh có tăng huyết áp và đái tháo đường có sử dụng thuốc hàng ngày, đây là bệnh mạn tính. Do vậy, nếu thời gian 3 tháng trở lại đây bác sĩ điều trị của anh không thay đổi thuốc hoàn toàn có thể chích ngừa vaccine Covid-19 bình thường.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p69
6780,Em bơm IUI nhưng đến nay đi siêu âm lại được chẩn đoán có thai ngoài tử cung và phải phẫu thuật. Em thật sự sợ hãi và hụt hẫng. Em tưởng làm IUI và IVF thì sẽ không có thai ngoài tử cung. Nhờ bác sĩ giải đáp giúp.,"IUI là phương pháp lọc rửa tinh trùng đưa vào trong buồng tử cung, sau đó, tinh trùng tự đi tìm trứng ở trong vòi trứng, hiện tượng thụ tinh sẽ xảy ra tại vòi trứng. Khi phôi hình thành phải theo con đường vòi trứng để vào buồng tử cung do đó người làm IUI hoàn toàn có khả năng bị thai ngoài tử cung. Ngay cả làm thụ tinh ống nghiệm chuyển phôi qua ngã cổ tử cung đặt vào trong buồng tử cung, khi đặt phôi vào trong buồng tử cung thì vẫn còn nhu động của buồng tử cung, phôi trôi lơ lửng trong buồng tử cung sẽ có trường hợp phôi sẽ đi lên vòi trứng lại, vướng trên đó và trở thành thai ngoài. Do đó, thai ngoài tử cung trong thụ tinh trong ống nghiệm có tỷ lệ gần như tương đương thai ngoài tử cung đối với thai tự nhiên.",https://vnexpress.net/tu-van-vo-sinh-hiem-muon-vo-sinh-khong-vo-vong-p32
6781,Tôi hay bị dị ứng với các loại hải sản với hay bị đầy hơi và bị đau bao tử cho tôi hỏi với tình trạng sức khỏe của tôi có thể tiêm ngừa vaccine Covid-19 được không?,"Tình trạng dị ứng của chị nếu ở mức độ nhẹ như chỉ có biểu hiện ở da niêm như mề đay, nổi mẩn, ngừa. . . không kèm với khó thở, tím tái, tụt huyết áp, rối loạn tri giác, đau quặn bụng, nôn ói. . . và không phải nhập viện cấp cứu hay điều trị cấp cứu bằng thuốc thì chị có thể tiêm ngừa được vaccine Covid-19. Ngoài ra, bệnh đầy hơi và đau bao tử của chị cần được điều trị ổn định trước khi tiêm ngừa. Bác sĩ sẽ khám sàng lọc trước tiêm chủng để đánh giá tổng trạng sức khỏe của chị. Sau tiêm cần theo dõi tại chỗ ít nhất 30 phút và theo dõi thêm tại nhà 7-28 ngày nếu có các triệu chứng bất thường hãy đến cơ sở y tế gần nhất để được thăm khám và xử trí sớm đặc biệt là các dấu hiệu của phản vệ.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p50
6782,"Trẻ gần 2 tuổi mới mọc 4 răng cửa, ngủ hay quấy khóc phải làm sao?","Về vấn đề mọc răng, có một số trẻ mọc răng muộn. Còn vấn đề trẻ quấy khóc, bạn nên cho trẻ khám thêm chuyên khoa nhi để chẩn đoán và tư vấn cụ thể hơn nhé.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tre-gan-2-tuoi-moi-moc-4-rang-cua-ngu-hay-quay-khoc-phai-lam-sao/
6783,"Tôi có con gái sinh năm 1983, cháu lấy chồng hơn ba năm nay nhưng vẫn chưa có con. Chồng cháu sinh năm 1976. Nhờ các bác sĩ tư vấn giúp cho cháu bây giờ phải làm như thế nào, đến bệnh viện nào để khám và nên đặt lịch với bác sĩ nào?","Theo Tổ chức Y tế Thế giới (WHO) định nghĩa vô sinh là tình trạng một cặp vợ chồng sau một năm chung sống, quan hệ tình dục đều đặn 2-3 lần một tuần không sử dụng bất kỳ biện pháp tránh thai nào mà người vợ vẫn chưa có thai. Phụ nữ trên 35 tuổi thì thời gian là 6 tháng. Nguyên nhân của những trường hợp này có thể do vợ, chồng, cả hai hay không rõ nguyên nhân. Vì vậy, con gái bác nên sắp xếp thời gian đi thăm khám sức khỏe để có thể đánh giá toàn diện hai vợ chồng.",https://vnexpress.net/tu-van-vo-sinh-hiem-muon-vo-sinh-khong-vo-vong-p2
6784,Sưng đau lỗ xỏ khuyên tai có phải bị viêm không?,Như bạn mô tả tình trạng này có thể là viêm sụn vành tai sau xỏ khuyên tai. Tình trạng này là một tình trạng kích thích viêm sụn vành tai tiềm năng nguy cơ biến chứng nguy hiểm như hoại tử sụn vành tai. Bạn nên đi khám chuyên khoa Tai mũi họng ngay để có can thiệp điều trị thích hợp.,https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/sung-dau-lo-xo-khuyen-tai-co-phai-bi-viem-khong/
6785,"Nếu ngày tiêm vaccine Covid-19 trùng đúng ngày có kinh nguyệt, thì em có nên tiêm vaccine Covid-19 không?","Ngày tiêm vaccine phòng Covid-19 trùng với ngày có kinh nguyệt không phải là chống chỉ định hay tạm hoãn, chị có thể tiêm vaccine bình thường. Lưu ý cần ăn uống nghĩ ngơi đầy đủ trước và sau tiêm.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p6
6786,Quai hàm có tiếng kêu khi nhai hoặc nói chuyện báo hiệu bệnh gì?,"Vấn đề tiếng kêu bạn tả thì hiện tại cần thăm khám trực tiếp bạn, bạn cần qua khám bác sĩ Răng hàm mặt để xem tiếng kêu nguyên nhân do đâu, từ đó cho bạn hướng điều trị. Ngoài việc kiểm tra bằng mắt thường, bác sĩ có thể chỉ định cho bạn chụp X quang khớp thái dương hàm để khảo sát khớp thái dương - hàm, hỗ trợ chẩn đoán các bệnh lý răng hàm mặt. Quy trình chụp X quang khớp thái dương hàm:Bước 1: Kỹ thuật viên chuẩn bị vật tư, người bệnh tháo bỏ vật dụng kim loại có trên vùng đầu, mặt, cổ (nếu có)Bước 2: Khởi động máy chụp, lựa chọn chế độ chụp khớp thái dương hàm hai bên. Người bệnh có thể đứng hoặc ngồi, lưng thẳng và khối mặt đối xứng qua mặt phẳng dọc giữa sao cho không quá cúi hoặc quá ngửa, đảm bảo cho mặt phẳng đi qua đường nối lỗ tai - bờ dưới ổ mắt nằm song song với mặt sàn, cằm tì trên thanh đỡ cằm. Kỹ thuật viên sẽ yêu cầu người bệnh cắn răng khít hai hàm và há miệng tối đa đồng thời giữ bất động trong suốt quá trình chụp phim để chụp phim ở các tư thế tương ứng.Bước 4: Đặt vị trí tia X trung tâm. Khu trú vào phía trước bình tai khoảng 1cm.Bước 5: Kỹ thuật viên vào buồng điều khiển, ấn và giữ nút phát tia để tiến hành chụp phim theo các thông số hoặc chế độ chụp đã lựa chọn.Bước 6: Kỹ thuật viên hướng dẫn người bệnh rời khỏi vị trí chụp. Tháo cát-xét và rửa phim hoặc in phim đối với hệ thống máy CR/DR.Chụp X quang khớp thái dương hàm là kỹ thuật đơn giản, thực hiện nhanh chóng và không có tai biến xảy ra. Tuy nhiên, trong quá trình chụp có thể xảy ra một số lỗi như người bệnh không thể giữ vị trí bất động khi chụp khiến cho không thể bộc lộ rõ nét hình ảnh chóp.Kỹ thuật chụp X-quang cũng như nhiều kỹ thuật phục vụ khám chữa bệnh khác tại Bệnh viện Đa khoa Quốc tế Vinmec được tiến hành bởi đội ngũ y bác sĩ chuyên môn cao, giàu kinh nghiệm; hệ thống máy móc tiên tiến, hiện đại nên giảm được đáng kể liều bức xạ với hình ảnh tốt nhất và luôn được cập nhật theo tiến bộ y khoa trên thế giới; đặc biệt chất lượng dịch vụ chuyên nghiệp sẽ giúp khách hàng có trải nghiệm thoải mái và an tâm nhất khi thăm khám tại Vinmec.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/quai-ham-co-tieng-keu-khi-nhai-hoac-noi-chuyen-bao-hieu-benh-gi/
6787,"Đau nhói ngực, tim đập mạnh là dấu hiệu bệnh lý gì?",Xin hỏi bạn đau ngực trái hay phải? Cơn đau xuất hiện khi nào và kéo dài bao lâu? Bạn nên gặp bác sĩ Tim mạch để được thăm khám và tư vấn cụ thể.,https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/dau-nhoi-nguc-tim-dap-manh-la-dau-hieu-benh-ly-gi/
6788,Trẻ hơn 9 tháng sốt kèm nổi ban đỏ có nguy hiểm không?,"Bé sốt sau hết sốt có ban thường là do ban của siêu vi, đôi khi bé sốt gia đình không tắm nên cũng có ban do da bị viêm chân lông khiến nổi mẩn đỏ ngứa. Thông thường các ban do siêu vi đều là ban lành tính và sẽ mất sau 7-10 ngày. Nếu bé phát ban còn sốt hoặc nôn ói, không ăn được hoặc có bất kỳ dấu hiệu nào khiến bố mẹ lo lắng thì bạn nên đưa trẻ đến bệnh viện.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tre-hon-9-thang-sot-kem-noi-ban-do-co-nguy-hiem-khong/
6789,Tán sỏi niệu quản ngược dòng có vết mổ không?,"Tán sỏi ngược dòng là dùng ống soi để soi vào đường tiết niệu theo tự nhiên, không có vết mổ, khi ống soi tiếp cận được viên sỏi, bác sĩ sẽ dùng nguồn tia laser hay nguồn tán sỏi khác tán vỡ sỏi thành nhiều mảnh nhỏ, lấy sạch sỏi ra ngoài. Thông thường làm tán sỏi nội soi ngược dòng có thể xuất viện sau 01-03 ngày tùy tình hình bệnh nhân.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/tan-soi-nieu-quan-nguoc-dong-co-vet-mo-khong/
6790,"Xét nghiệm nước tiểu 24h protein niệu:0,145 H có cao không và nên dùng thuốc nào điều trị?","Giá trị tham chiếu của xét nghiệm định lượng protein niệu 24h có thể khác nhau tùy theo từng khoa xét nghiệm với các kit hóa chất khác nhau. Tại Khoa xét nghiệm Vinmec, giá trị này là 0.05-0.08 g/24h (trạng thái nghỉ ngơi) và < 0.3 g/24h (trạng thái luyện tập, lao động nặng). Tuy nhiên ở các khoa xét nghiệm khác hoặc các tài liệu tham khảo khác, giá trị tham chiếu của protein niệu có thể < 0.15 g/24h (< 150mg/24h). Nếu áp dụng giá trị < 0.15 g/24h thì kết quả của bạn vẫn trong giới hạn bình thường (chưa vượt quá giá trị tham chiếu).Bạn cần lưu ý trạng thái vận động, lao động của cơ thể trong suốt quá trình lấy mẫu 24h. Nếu bạn vận động nặng hoặc tập luyện thể thao thì kết quả này sẽ bị ảnh hưởng theo xu hướng tăng đào thải protein niệu sinh lý, do đó ngưỡng tham chiếu khi đó sẽ có thể là < 0.3 g/24h.Việc lấy mẫu nước tiểu 24h phải tuân thủ nghiêm ngặt để tránh bỏ sót lượng nước tiểu khi đi đại tiện, tắm, hoặc lấy thừa 24h, đồng thời tuân thủ đúng theo hướng dẫn lấy và bảo quản mẫu nước tiểu 24h để có kết quả chính xác nhất.Không lấy mẫu nước tiểu 24h nếu bạn đang sốt hoặc bị các bệnh lý như: viêm tiền liệt tuyến, viêm đường tiết niệu...Tham khảo ý kiến của bác sĩ thận tiết niệu để được tư vấn và có thể kiểm tra, theo dõi protein niệu sau đó để sàng lọc các bệnh lý thận tiết niệu.Trên đây là chia sẻ của bác sĩ về vấn đề xét nghiệm nước tiểu 24h protein niệu:0,145 H. Mong rằng có thể giúp bạn hiểu rõ hơn về vấn đề hiện tại.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/xet-nghiem-nuoc-tieu-24h-protein-nieu0145-h-co-cao-khong-va-nen-dung-thuoc-nao-dieu-tri/
6791,Mọc răng khôn khi đang trình mang thai và cho con bú do đâu?,"Từ 18 tuổi trở lên là răng khôn có thể mọc ở bất kỳ thời gian nào. Đặc điểm mọc của răng khôn là không mọc liên tục, tức là răng mọc, dừng lại rồi lại mọc trong một quá trình kéo dài rất nhiều năm ở cả nam và nữ và không phụ thuộc vào thời kỳ mang thai, cho con bú hay cơ thể đủ chất dinh dưỡng hay không. Việc quan trọng là phải vệ sinh răng miệng sạch sẽ trong suốt quá trình mang thai và cho con bú để tránh sâu răng và thức ăn giắt kẽ răng gây viêm lợi và nhiễm trùng ở các răng, đặc biệt là răng khôn.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/moc-rang-khon-khi-dang-trinh-mang-thai-va-cho-con-bu-do-dau/
6792,"Sụt cân nhiều, mỏi ở đầu gối là dấu hiệu bệnh gì?","Sụt cân là biểu hiện toàn thân gặp trong rất nhiều bệnh. Một số bệnh gây sụt cân như: Đái tháo đường, lao, ung thư... Bạn cần đánh giá số lượng cân nặng giảm, khoảng thời gian trong bao lâu và các triệu chứng khác kèm theo tình trạng giảm cân như thế nào thì bác sĩ mới tư vấn cụ thể cho bạn được.Vì vậy, bác sĩ khuyên bạn nên đến cơ sở y tế để khám tầm soát nguyên nhân sụt cân và việc mỏi đầu gối là bệnh lý tại khớp gối hay bệnh chung trong tình trạng giảm cân nhé.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/sut-can-nhieu-moi-o-dau-goi-la-dau-hieu-benh-gi/
6793,Ho dai dẳng không khỏi kèm ngạt mũi là bị làm sao?,Em nên cho mẹ khám chuyên khoa nội để tìm nguyên nhân ho kéo dài. Một trong những nguyên nhân ho kéo dài có thể do: Viêm họng kéo dài do viêm dạ dày trào ngược hoặc hen phế quản . . .,https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/ho-dai-dang-khong-khoi-kem-ngat-mui-la-bi-lam-sao/
6794,"Phì đại tiền liệt tuyến kích thước 40gr, PSA 4.9 mol/l có sao không?","Nếu bạn đã bị phì đại tiền liệt tuyến nhiều năm nay thì có thể bạn đã được xét nghiệm PSA nhiều lần. Sự thay đổi PSA có giá trị hơn trị số PSA 1 lần, do đó bạn cần đem tất cả các xét nghiệm đã được thực hiện đi khám để được tư vấn rõ hơn tình trạng bệnh của mình nhé.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/phi-dai-tien-liet-tuyen-kich-thuoc-40gr-psa-49-moll-co-sao-khong/
6795,Trẻ sơ sinh bị nổi cục cứng ở cổ có nguy hiểm không?,"Không biết cục cứng mà bạn nói liệu có phải là nổi hạch ở cổ không?Hiện tượng nổi hạch ở cổ có thể cảnh báo nhiều bệnh lý viêm nhiễm hoặc ung thư ở các cơ quan thuộc đường hô hấp, tuyến giáp, thanh quản và cơ vùng đầu cổ, . . .",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tre-so-sinh-bi-noi-cuc-cung-o-co-co-nguy-hiem-khong/
6796,Bé bị giật tay chân khi ngủ có nguy hiểm không?,Bé bị giật tay chân khi ngủ với tần suất ít có thể do sự phát triển của hệ thần kinh chưa hoàn chỉnh nhưng nếu bé có tần suất nhiều thì chị nên cho cháu đi khám thêm bác sĩ chuyên khoa Nhi chị nhé.,https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/be-bi-giat-tay-chan-khi-ngu-co-nguy-hiem-khong/
6797,"Lưỡi đau, nóng và xuất hiện nốt nhỏ màu trắng lan rộng là biểu hiện bệnh gì","Lưỡi có những nốt màu trắng lan rộng và có đau rát kèm theo có thể là do nấm, có thể là do những vi khuẩn tại chỗ của vùng họng miệng, có thể là do virus, đôi khi là biểu hiện của các bệnh tự miễn. Nếu tình trạng tiếp tục lan rộng, tăng nặng hơn bạn nên đến khám lại để các bác sĩ làm thêm các xét nghiệm chẩn đoán nhé",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/luoi-dau-nong-va-xuat-hien-not-nho-mau-trang-lan-rong-la-bieu-hien-benh-gi/
6798,Trẻ đau nhói đầu kéo dài là do đâu?,"Trường hợp bé bị đau đầu và đã chụp MRI cho kết quả bình thường, bác sĩ tư vấn chẩn đoán có thể bé bị đau đầu nguyên phát. Cần đưa bé đến thăm khám chuyên khoa Thần kinh nhi để có hướng tư vấn điều trị cụ thể.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/tre-dau-nhoi-dau-keo-dai-la-do-dau-/
6799,Người có dấu hiệu trầm cảm uống thuốc thấy mệt mỏi nên làm thế nào?,"Bệnh tâm thần ngày nay ngày càng phổ biến, có một số bệnh có tính chất di truyền như tâm thần phân liệt, còn đa số không có yếu tố di truyền. Nên con trai chị có dấu hiệu trầm cảm có thể do cuộc sống ngày nay chịu nhiều áp lực, nhu cầu cuộc sống ngày càng cao, những thất bại trong công việc, chuyện tình cảm, . . . . đó là những nguyên nhân gây ra trầm cảm. Còn việc uống thuốc thấy người rất mệt mỏi thì nên đến bác sĩ đang điều trị cho con chị để thông tin đổi thuốc, giảm liều thuốc, . . . Nếu cần thiết có thể đến bác sĩ khác khám để việc điều trị có kết quả tốt hơn.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/nguoi-co-dau-hieu-tram-cam-uong-thuoc-thay-met-moi-nen-lam-the-nao/
6800,Nổi hạch ở nách có nguy hiểm hay không?,"Hạch ở nách là biểu hiện của nhiều bệnh lý khác nhau. Với hạch kích thước như bạn mô tả là to. Tuy nhiên, vì chưa thăm khám nên bác sĩ chưa chắc chắn đó là hạch hay là nhọt dưới da, hoặc chỉ là u mỡ. Bạn cần đi khám với bác sĩ để được khám lâm sàng và làm các xét nghiệm cần thiết để chẩn đoán và điều trị theo nguyên nhân. Ở độ tuổi của bạn thì ít nghĩ đến những tổn thương nguy hiểm nhưng với nữ giới cần phải thăm khám kỹ để loại trừ những tổn thương liên quan đến vú. Vì vậy, bạn cũng cần khám sớm để được chẩn đoán và điều trị nhé.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/noi-hach-o-nach-co-nguy-hiem-hay-khong/
6801,Kết quả xét nghiệm tổng phân tích tế bào máu ngoại vi như thế nào là bình thường?,"Chỉ số xét nghiệm bạn hỏi thuộc xét nghiệm tổng phân tích tế bào máu ngoại vi. Mỗi chỉ số có đơn vị tính và khoảng tham chiếu riêng. Khoảng tham chiếu tham khảo tại bệnh viện Vinmec Times City: WBC 4-10G/L; RBC 4,0-4,9T/L; % Eo 0,4-8,4; #Eo 1,03-0,05. Đối chiếu với khoảng tham chiếu thì bạn có biểu hiện tăng hồng cầu, tăng bạch cầu ưa axit. Để tư vấn được cụ thể hơn thì bác sĩ cần có thêm thông tin về tình trạng lâm sàng, các chỉ số hồng cầu và các thành phần bạch cầu khác trên phiếu kết quả của bạn. Vì vậy, bạn có thể đến thăm khám bác sĩ để được kiểm tra và tư vấn cụ thể.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/ket-qua-xet-nghiem-tong-phan-tich-te-bao-mau-ngoai-vi-nhu-nao-la-binh-thuong/
6802,Thời gian nhận kết quả và giấy khám sức khỏe khoảng bao lâu?,Thời gian nhận kết quả và giấy khám sức khỏe thông thường tại Vinmec sẽ được trả cho bệnh nhân sau 2-4 ngày sau khi khám (trừ thứ 7 và chủ nhật).,https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/hoi-dap-thoi-gian-nhan-ket-qua-va-giay-kham-suc-khoe-khoang-bao-lau/
6803,"Em hay bị dị ứng thời tiết (nổi chấm đỏ, sau đó dị ứng tự lặn khi nhiệt độ cân bằng lại), dị ứng tôm, cua. Năm 2018 có lần em bị mày đay cấp nghi do thuốc (không nhớ tên thuốc) sau đó phải vào viện khám, tiêm tĩnh mạch (solu-medrol) truyền tĩnh mạch natriclorid) tiêm bắp (Dimedriol) và uống thêm thuốc. Cho em hỏi em có thể tiêm vaccine Covid-19 không ạ?","Theo thông tin chị chia sẻ, chị có phản ứng dị ứng. Có 2 trường hợp để chị biết mình có thể tiêm được vaccine Covid-19 hay không gồm: - Nếu trường hợp chị dị ứng kháng sinh, có khó thở, có tím tái phải nhập viện thì chống chỉ định tiêm vaccine Covid-19 theo hướng dẫn của Bộ Y tế. - Nếu chị chỉ bị nổi mẩn đỏ ít trên da, không cần điều trị, tự hết vẫn có thể tiêm vaccine Covid-19. Tuy nhiên, chị cần tiêm tại bệnh viện hoặc các cơ sở y tế có đủ năng lực hồi sức cấp cứu ban đầu. Ngoài ra, chị phải cung cấp đầy đủ các triệu chứng dị ứng gặp phải cho bác sĩ để bác sĩ đánh giá và chỉ định tiêm chủng an toàn.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p39
6804,"Gia đình tôi có người thừa cân, huyết áp cao, tiểu đường tuýp 2 vẫn uống thuốc đều nên đã ổn định, vậy có tiêm vaccine phòng Covid-19 được không?","Đối tượng thừa cân, huyết áp cao, tiểu đường đã uống thuốc điều trị và bệnh lý ổn định trong vòng 3 tháng gần đây có thể tiêm vaccine phòng Covid-19. Trong trường hợp nếu người nhà của chị trên 65 tuổi và có nhiều bệnh lý nền như chị thông tin, chị nên đưa người nhà đến điểm tiêm thuộc khối bệnh viện để được thăm khám và tiêm phòng theo như quy định của Bộ Y tế đưa ra.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p27
6805,Xin hỏi về việc tiêm vaccine phế cầu Prevenar 13 (Anh) để phòng vệ trong thời gian chờ đợi tiêm Vaccine Covid-19 là rất tốt.,"Anh và người thân tiêm vaccine phế cầu Prevenar 13 (Anh) là rất tốt trong thời điểm vaccine Covid-19 chưa được triển khai rộng rãi toàn dân. Vaccine Prevenar 13 sẽ phòng được nguy cơ mắc, biến chứng nặng và tổn thương phổi do vi khuẩn phế cầu (Streptococcus pneumoniae) gây ra, cũng như giảm nguy cơ bệnh nặng và khó điều trị nếu không may bị nhiễm Covid-19 và viêm phổi do phế cầu khuẩn cùng một lúc. Vaccine này chỉ tiêm một mũi duy nhất ở người lớn và phải tiêm trước vaccine Covid 19 tối thiểu 14 ngày theo hướng dẫn của Bộ Y tế.",https://vnexpress.net/tu-van-tiem-vaccine-covid-19-an-toan-hieu-qua-p20
6806,"Ù tai, đau đầu kèm ù tai là dấu hiệu bệnh gì?","Những triệu chứng của bạn mô tả thường là bệnh lý của tai trong có nghĩa là tai thần kinh. Khi thăm khám sẽ thấy hệ thống tai ngoài, tai giữa bình thường. Trong tai trong có hai cơ quan quan trọng đó là ốc tai phục vụ cho khả năng nghe và tiền đình là cơ quan kiểm soát sự thăng bằng ở ngoại biên. Tình trạng của bạn đã trải qua 5 năm rồi thường ít nguy hiểm, không cần phải đi khám ngay trong thời kỳ dịch. Nhưng khi hết dịch nên đến khoa Tai mũi họng Vinmec để các bác sĩ sẽ nội soi lại tai, đo sức nghe, có thể chụp thêm MRI để đánh giá bệnh lý về dây VIII, các bệnh lý ở góc cầu tiểu não liên quan đến vấn đề nghe kém và thăng bằng.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/u-tai-dau-dau-kem-u-tai-la-dau-hieu-benh-gi/
6807,"Hoa mắt, đau nửa đầu là dấu hiệu bệnh gì?","Em nên khám bác sĩ chuyên khoa nội. Thứ 1: tình trạng đau đầu kéo dài đã bao lâu, cơn đau 1⁄2 đầu có kèm chói lòa ánh sáng, nôn ói, sợ tiếng động, tăng lên khi bi stress?Cảnh giác đau đầu migraine em cần khám cụ thể. Thứ 2: đau ngực khi gắng sức, có thể do bệnh lý thần kinh cơ, tuy nhiên cần loại trừ đau ngực do bệnh cơ tim thiếu máu, bệnh nhân nên khám chuyên khoa nội tim mạch. Do đó để có hướng điều trị cụ thể, em nên đến bệnh viện để được thăm khám chuyên sâu.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/hoa-mat-dau-nua-dau-la-dau-hieu-benh-gi/
6808,Viêm bàng quang ở nữ giới có chữa khỏi được không?,"Nhiễm trùng đường tiểu là bệnh hay gặp ở phụ nữ , do cấu tạo niệu đạo ngắn, vi khuẩn dễ dàng xâm nhập bàng quang gây viêm, từ đó có thể lan lên thận gây viêm thận bể thận. Bệnh hay tái phát nhiều lần, triệu chứng gồm tiểu nhiều , tiểu buốt, tiểu máu... Bệnh có thể điều trị dứt điểm nếu điều trị tích cực. Trường hợp vợ anh là bị viêm bàng quang rõ, hay tái phát. Vợ bạn nên khám chuyên khoa Nội hay Ngoại tiết niệu, cần thiết khám và làm các xét nghiệm máu, nước tiểu, cấy nước tiểu để xác định vi khuẩn và kháng sinh để điều trị. Ngoài ra, vợ bạn cần làm các xét nghiệm siêu âm, X Quang, nội soi bàng quang, khám phụ khoa... để xác định nguyên nhân đối với các trường hợp hay tái phát. Bệnh của vợ bạn hay bị tái phát, nên dùng kháng sinh nếu cần thiết để phòng ngừa kéo dài, tùy vào chỉ định khám của bác sĩ. Bên cạnh đó, bệnh nhân nên uống nhiều nước trong ngày, không nên nín tiểu, vệ sinh tốt vùng sinh dục niệu.",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/viem-bang-quang-o-nu-gioi-co-chua-khoi-duoc-khong/
6809,"Đờm vướng ở cổ họng, ho nhiều, nghẹt mũi là bị làm sao?","Bạn cảm giác được đàm chảy từ mũi xuống họng, gây vướng và khịt khạc lẫn ho nhiều, có nghĩa rằng lượng dịch tiết vùng mũi xoang và vòm xuống họng là bất thường. Có nhiều nguyên nhân dẫn đến tình trạng này như Viêm xoang, viêm vòm. Nếu bạn lại có thêm nhức tai 1 bên (T) nhẹ và nghẹt mũi. Tôi khuyên bạn nên đi khám và nội soi tai mũi họng một cách đầy đủ nhằm xác định xem nguyên nhân cụ thể là gì để có phương án điều trị thích hợp",https://www.vinmec.com/vi/suc-khoe-tong-quat/tu-van-bac-si/dom-vuong-o-co-hong-ho-nhieu-nghet-mui-la-bi-lam-sao/
6810,Điều trị bệnh hẹp động mạch trong và ngoài sọ như thế nào?,"Điều trị hẹp động mạch trong và ngoài sọ sẽ dựa vào mức độ hẹp mạch máu và biến chứng của bệnh. 1. Đối với động mạch cảnh hẹp dưới 70%, chưa có biến chứngĐiều trị nội khoa để ổn định mảng xơ vữa không tiến triển thêm. Đồng thời, kết hợp điều trị các yếu tố nguy cơ như tiểu đường, tăng huyết áp, . . . 2. Đối với mạch máu hẹp trên 70%Phẫu thuật mở bóc mảng xơ vữa. Can thiệp nội mạch. 3. Đối với bệnh nhân đột quỵ não do hẹp mạch máuĐối với bệnh nhân đột quỵ não trước tiên cần điều điều trị đột quỵ, kết hợp điều trị nguyên nhân trong hoặc sau đột quỵ. Sau khi điều trị đột quỵ ổn định, tùy theo mức độ tổn thương mạch máu, chụp mạch số hóa xóa nền DSA để can thiệp điều trị.",https://www.vinmec.com/vi/tin-tuc/hoi-dap-bac-si/dieu-tri-benh-hep-dong-mach-trong-va-ngoai-so-nhu-nao/
